"id","country","type","revenue","ProductServices"
"Ingram Ltd","Faraluna","Entity.Organization.Company",33461.48,"Frozen cephalopod products (soft cuttlefish, squid and octopus)"
"Ingram and Sons","Oceanus","Entity.Organization.Company",14866.67,"Unknown"
"Ingram, Green and Stewart","Isla Solmar","Entity.Organization.Company",11936.67,"Unknown"
"Ingram-Henderson","Naraliket","Entity.Organization.Company",10916.67,"Unknown"
"Ingram-Miller","Mawandia","Entity.Organization.Company",434128.25,"Telecommunications equipment, parts and materials"
"Irtysh Creek Logistics Inc","Oceanus","Entity.Organization.LogisticsCompany",5674.76,"Seafood products"
"Irwin Group","Oceanus","Entity.Organization.Company",4746.67,"Unknown"
"Irwin LLC","Oceanus","Entity.Organization.Company",37592.41,"Footwear, towels, bags, swimsuits, swimgear, inflatables, skincare, boards, furniture, accessories, sports, toys, and closeouts; Custom towels, totes, combos, paddles, footwear, swimgear, and furniture"
"Irwin-Lewis","Faraluna","Entity.Organization.Company",5536.67,"Unknown"
"Irwin-Ortega","Lumakari","Entity.Organization.Company",50508.45,"Oil pastels and water colors and other artists' materials"
"Jackson Inc","Oceanus","Entity.Organization.FishingCompany",30457.78,"Premium crab cakes, deviled crabs, stuffed fish with seafood or cheese, gourmet seafood stuffings, cornbread dressings, seafood stuffed scallop shells, cold pack seafood soups, seafood glazes and sauces, specialty appetizers (seafood bites and medallions, crab-lobster-shrimp, fritters: conch-crab-shrimp-corn-fruit, crab stuffed mushrooms, hot seafood dips and fondue, seafood or shrimp toast, and desserts and seafood fillos; Stuffed shrimps with seafood and cheese, seafood pastas, and bistro shrimp sandwich"
"Jackson LLC","Novarctica","Entity.Organization.LogisticsCompany",1275143.21,"Land operations, air and sea freight as well as comprehensive logistics solutions and global supply chain management from a single source; Local trucking and courier services, and freight transport by road services, as well as air freight; Arranging transportation of freight between shippers and carriers"
"Jackson Ltd","Arvaros","Entity.Organization.Company",46593.39,"Mass finishing machines; System solutions in the field of surface finishing technology"
"Jackson PLC","Azurionix","Entity.Organization.Company",4666.86,"Unknown"
"Jackson, Brown and Murphy","Oceanus","Entity.Organization.LogisticsCompany",14666.67,"General freight trucking services"
"Jackson, Coleman and Andrade","Oceanus","Entity.Organization.Company",29098.26,"Solar pool heaters, ofsolar swimming pool heaters, pool heating, solar thermal, solar pool heating systems, Pool Heating System, Swimming pools, a private, nonprofit, summer camp, 80 who have developmental and other disabilities, pool heating system, electric and gas heaters, manufacturer of in-ground and above ground pool solar heaters [source: freelance researcher]"
"Jackson, Jackson and Perry","Mawalara","Entity.Organization.Company",6715.97,"Unknown"
"Jackson, James and Tran","Oceanus","Entity.Organization.Company",7951.03,"Unknown"
"Jackson, Jones and Robertson","Faraluna","Entity.Organization.Company",5866.13,"Unknown"
"Jackson, Madden and Fernandez","Oceanus","Entity.Organization.Company",5636.67,"Unknown"
"Jackson, Mendez and Nguyen","Oceanus","Entity.Organization.Company",10556.67,"Unknown"
"Jackson, Nguyen and Gonzalez","Arvaros","Entity.Organization.Company",235489.66,"Adhesives and sealants"
"Jackson, Pena and Crane","Lumakari","Entity.Organization.Company",44202.07,"Unknown"
"Jackson, Price and Lang","Arvaros","Entity.Organization.Company",1428129.29,"Custom-made envelopes in aluminum and steel"
"Jackson, Rowland and Barrett","Oceanus","Entity.Organization.Company",5084.87,"Unknown"
"Jackson, Serrano and Mcdonald","Mawalara","Entity.Organization.Company",5885.35,"Unknown"
"Jackson, Smith and Smith","Brindisola","Entity.Organization.Company",19066.67,"Food products"
"Jackson-Adams","Mawalara","Entity.Organization.Company",23866.67,"Food products"
"Jackson-Dean","Mawalara","Entity.Organization.Company",66169.71,"Fish and sea food products"
"Jackson-Hendricks","Oceanus","Entity.Organization.Company",39432.19,"Beverages; snacks; biscuits; candies; preserved food; special mecato; seasonings and mixtures; panelas; sour cream and donut; snacks; chocolates; frozen; and others such sanitary supplies and kitchen wares"
"Jackson-Hodge","Isla Solmar","Entity.Organization.Company",5486.67,"Unknown"
"Jackson-House","Mawalara","Entity.Organization.Company",26391.47,"Fishery products"
"Jackson-Johnston","Azurionix","Entity.Organization.Company",8103.85,"Unknown"
"Jackson-May","Uzifrica","Entity.Organization.Company",298450.5,"Aluminum, steel and motor vehicle components and accessories"
"Jackson-Mendoza","Oceanus","Entity.Organization.Company",12149.26,"Unknown"
"Jackson-Powers","Oceanus","Entity.Organization.Company",56902.16,"Operation of a commercial art gallery for public and educational visits"
"Jackson-Pratt","Mawalara","Entity.Organization.Company",15866.67,"Unknown"
"Jackson-Shah","Mawalara","Entity.Organization.Company",25336.22,"Specialises in manufacturing highlighters, permanent markers and ballpoint pens; Offers CD marker, roller ball pen, liquid highlighter, ball pen, paint marker and liquid highlighter; Offers computer supplies, hardware, paper products, writing and graphic supplies, storage supplies, postage and packing products, accessories, presentation and communication products, and facility products"
"Jackson-Skinner","Oceanus","Entity.Organization.Company",5822.46,"Unknown"
"Jackson-Webster","Isla Solmar","Entity.Organization.Company",568342.44,"Zinc metal"
"Jackson-Wilcox","Oceanus","Entity.Organization.Company",4746.67,"Unknown"
"Jackson-Wong","Oceanus","Entity.Organization.Company",1052666.67,"Customized, agronomic solutions"
"Jacobs Inc","Oceanus","Entity.Organization.Company",5994,"Unknown"
"Jacobs PLC","Oceanus","Entity.Organization.Company",7205.78,"Unknown"
"Jacobs and Sons","Oceanus","Entity.Organization.Company",5493.66,"Unknown"
"Jacobs, Bender and Rogers","Korvelonia","Entity.Organization.FishingCompany",58347.93,"Seafood"
"Jacobs, Levy and Mclaughlin","Oceanus","Entity.Organization.Company",12446.67,"Unknown"
"Jacobs, Thompson and Rodriguez","Oceanus","Entity.Organization.Company",5276.67,"Unknown"
"Jacobs, Wood and Miller","Oceanus","Entity.Organization.Company",4736.67,"Unknown"
"Jacobs-Herrera","Imazam","Entity.Organization.Company",9446.67,"Unknown"
"Jacobs-Lopez","Arvaros","Entity.Organization.Company",223561.68,"Offers technical insulation products, covering systems, metallic and PVC covering systems, fire safety products, acoustic products, adhesives, and accessories; Engineered foams for use in a range of end markets, such as the automotive, industrial, and wind energy"
"Jacobs-Thomas","Isla Solmar","Entity.Organization.Company",141468.16,"Ready-made food dishes"
"Jacobson Inc","Kondanovia","Entity.Organization.FishingCompany",9074.8,"A range of fish and other related seafood products"
"James Inc","Novarctica","Entity.Organization.Company",39945.74,"Unknown"
"James Ltd","Faraluna","Entity.Organization.FishingCompany",29066.67,"Fish and seafood products"
"James PLC","Oceanus","Entity.Organization.Company",32598.47,"Unknown"
"James, Aguilar and Zuniga","Oceanus","Entity.Organization.Company",151290.94,"Creating merchandising programs and innovative, branded products for retailers in several channels"
"James, Bell and Chen","Oceanus","Entity.Organization.Company",79017.34,"Frozen squid, todarodes pacific squid and frozen fishes"
"James, Curtis and May","Oceanus","Entity.Organization.Company",286915.44,"Hydraulic products"
"James, Estrada and Hughes","Oceanus","Entity.Organization.Company",6034.4,"Unknown"
"James, Turner and Griffin","Arvaros","Entity.Organization.Company",65022.98,"Sheet metal; Wires; Rods; Coins; Precision engineering; Pipes; Components; Semi-finished products and systems; Raw metals"
"James-Conway","Oceanus","Entity.Organization.Company",5487.99,"Unknown"
"James-Potter","Oceanus","Entity.Organization.Company",90066.67,"Fashion apparel, clothing and accessories"
"James-Smith","Faraluna","Entity.Organization.LogisticsCompany",4667.89,"Freight forwarding, contract logistics, transportation management, warehousing, and distribution services; Transport services include national and international full load transport, 4PL transport solutions, and pallet and contract distribution, as well as multimodal, bulk, and temperature controlled transportation services; Logistics services that include warehousing and stock management, order preparation, co-packing and co-manufacturing, reverse logistics, temperature controlled logistics, shared logistics, brokerage services, and E-commerce solutions; Cargo insurance for ocean, air, and land shipments; as well as customs engineering, and information management services"
"James-West","Mawalara","Entity.Organization.Company",12246.67,"Unknown"
"Jarvis-Yates","Imazam","Entity.Organization.Company",23366.67,"Sports equipment, civil and industrial textiles and garments"
"Jefferson Inc","Oceanus","Entity.Organization.Company",11594.85,"Mixing purchased dried and dehydrated ingredients"
"Jenkins Ltd","Oceanus","Entity.Organization.Company",81223.63,"A major food distributor for one of the largest Asian-style chain supermarkets in the country"
"Jenkins and Sons","Kondanovia","Entity.Organization.Company",54666.67,"Frozen white fish (saithe, cod and haddock, redfish, cat fish, and other products)"
"Jenkins, Freeman and Castro","Faraluna","Entity.Organization.LogisticsCompany",575472.54,"Specialises in arranging transportation of freight between shippers and carriers"
"Jenkins, Gonzalez and Morgan","Imazam","Entity.Organization.Company",20366.67,"Footwear"
"Jenkins, Thomas and Blair","Osterivaria","Entity.Organization.FishingCompany",69348.6,"Seafoods and other related products"
"Jenkins-Fields","Oceanus","Entity.Organization.Company",21134.04,"Unknown"
"Jenkins-Hobbs","Faraluna","Entity.Organization.Company",5096.67,"Unknown"
"Jenkins-Mason","Oceanus","Entity.Organization.Company",81325.17,"Shellfishes, aquatic plants, aquatic invertebrates and shelf stable fishes"
"Jenkins-Mathews","Mawandia","Entity.Organization.Company",127784.76,"Toy products"
"Jenkins-Miles","Isla Solmar","Entity.Organization.Company",10487.26,"Unknown"
"Jenkins-Yang","Oceanus","Entity.Organization.Company",168666.67,"Food and non-food products"
"Jennings Inc","Mawalara","Entity.Organization.Company",6583.64,"Fish and fish products (fresh and frozen seafood and other aquatic products, and canned and cured fish and seafood)"
"Jennings Ltd","Valtalmo","Entity.Organization.Company",5758.15,"Unknown"
"Jennings, Rhodes and Patel","Faraluna","Entity.Organization.Company",15747.06,"Unknown"
"Jennings, Serrano and Howard","Oceanus","Entity.Organization.Company",31066.67,"Yard and landscaping products"
"Jennings, Tucker and Villanueva","Mawalara","Entity.Organization.Company",6666.67,"Unknown"
"Jennings-Hughes","Arvaros","Entity.Organization.Company",7406.67,"Unknown"
"Jensen Group","Mawalara","Entity.Organization.Company",5486.67,"Unknown"
"Jensen Inc","Oceanus","Entity.Organization.Company",28266.67,"Manufacture and sale of fun school, coloring and art supplies such as pens, pencils, markers, paper, and coloring books"
"Jensen Ltd","Mawandia","Entity.Organization.Company",48723.26,"Copying machines"
"Jensen-Barnes","Isla Solmar","Entity.Organization.FishingCompany",53262.44,"Seafood product preparation and packaging"
"Jensen-Cohen","Naraliket","Entity.Organization.FishingCompany",100266.67,"Seafood products"
"Jensen-Jackson","Isla Solmar","Entity.Organization.Company",163216.31,"Olive oils"
"Jimenez Group","Uzifrica","Entity.Organization.Company",47366.5,"Entertainment technology equipment and solutions"
"Jimenez PLC","Oceanus","Entity.Organization.Company",32644.11,"Vacuum technology equipment as well as process metals and engineered materials"
"Jimenez, Moyer and Duran","Oceanus","Entity.Organization.Company",6756.67,"Unknown"
"Jimenez-Durham","Oceanus","Entity.Organization.Company",18266.67,"Unknown"
"Jimenez-Ellis","Oceanus","Entity.Organization.Company",73967.74,"Grocery products"
"Jimenez-Galvan","Valtalmo","Entity.Organization.Company",6831.17,"Unknown"
"Jimenez-Singh","Oceanus","Entity.Organization.Company",24770.46,"Meat and other related products"
"Jimenez-Young","Novarctica","Entity.Organization.Company",29566.67,"Cold fillets, zucchini flowers with mozzarella, rice with meat sauce, white rice balls, stuffed olives, mozzarella cheese, rice ball with tomato sauce, and potato croquettes; Mixed fried fish, rice balls with meat sauce, Roman-style potato croquettes"
"Johns-Chavez","Mawalara","Entity.Organization.Company",5816.67,"Unknown"
"Johnson Group","Oceanus","Entity.Organization.Company",4766.53,"Unknown"
"Johnson Ltd","Kondanovia","Entity.Organization.FishingCompany",15590.05,"Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products"
"Johnson and Sons","Uzifrica","Entity.Organization.Company",181610.48,"Oilless bearings"
"Johnson, Anderson and Vincent","Mawalara","Entity.Organization.Company",83307.81,"Fish and sea food products"
"Johnson, Blackwell and Thompson","Isla Solmar","Entity.Organization.Company",5555.08,"Unknown"
"Johnson, Brown and Jordan","Oceanus","Entity.Organization.Company",10473.24,"Unknown"
"Johnson, Carey and Schwartz","Vesperlandia","Entity.Organization.Company",69708.51,"Tuna chunks in oil; light tuna in water; quartets tuna in oil; quartets tuna in water; chunks of tuna in olive oil; chunks of tuna in canola oil; chunks of tuna with pepper; chunks of tuna with lemon; chunks of smoked tuna natural; tuna spread; salmon spread; tuna salad; fillet of smoked tuna in vegetable oil; smoked herring fillet; smoked tuna filet; smoked mackerel fillets; and smoked salmon fillet"
"Johnson, Carter and Mathis","Oceanus","Entity.Organization.Company",14896.03,"A holding company for a group of subsidiaries active in the food industry"
"Johnson, Cobb and James","Novarctica","Entity.Organization.Company",11886.67,"Unknown"
"Johnson, Cole and Wu","Mawalara","Entity.Organization.Company",6410.3,"Unknown"
"Johnson, Collier and Powers","Novarctica","Entity.Organization.Company",237918.94,"Plastic products and other related products"
"Johnson, Crawford and Bauer","Mawalara","Entity.Organization.LogisticsCompany",20145.73,"Aquatic product processing and distribution"
"Johnson, Estrada and Good","Oceanus","Entity.Organization.Company",13543.45,"Unknown"
"Johnson, Fleming and Pierce","Oceanus","Entity.Organization.Company",15950.45,"Unknown"
"Johnson, Gonzalez and Davis","Mawalara","Entity.Organization.Company",7969.45,"Unknown"
"Johnson, Hall and Brown","Oceanus","Entity.Organization.Company",11929.73,"Unknown"
"Johnson, Hamilton and Stokes","Oceanus","Entity.Organization.Company",52788.98,"Unknown"
"Johnson, Harris and Smith","Mawalara","Entity.Organization.Company",145972.24,"Automotive closure systems"
"Johnson, Hernandez and Gomez","Oceanus","Entity.Organization.Company",5436.67,"Unknown"
"Johnson, Hernandez and Jackson","Mawalara","Entity.Organization.Company",11356.67,"Fish and fish products"
"Johnson, Hernandez and Stephens","Oceanus","Entity.Organization.Company",5042.56,"Unknown"
"Johnson, Hickman and Pham","Imazam","Entity.Organization.FishingCompany",6884.85,"Seafood products"
"Johnson, Hunt and Hernandez","Oceanus","Entity.Organization.Company",5226.67,"Unknown"
"Johnson, Jones and Marshall","Oceanus","Entity.Organization.Company",178688.96,"Residential products include: Portable Series; 3 Ton High Wall Evaporator; (220v) Window Unit Series; and (110v) Window Unit Series; Commercial products include: Concealed DX Fan Coils & Chilled Water Fan Coils; DX Concealed Fan Coils; Ducted Air Handlers; Chilled Water Universal Mount Fan Coils; Commercial Condensing Units; High-Wall Chilled Water Fan Coils; and Commercial Air Handlers"
"Johnson, Kelley and Stephens","Oceanus","Entity.Organization.Company",37525.47,"Cold air intakes, filters and other performance parts"
"Johnson, Mata and Brown","Oceanus","Entity.Organization.LogisticsCompany",25761.59,"Freight-related services including: Ocean Export & Import, Air Export & Import, and Sea & Air Combined Transportation Service"
"Johnson, Maynard and Wu","Mawalara","Entity.Organization.Company",5156.67,"Unknown"
"Johnson, Mclean and George","Oceanus","Entity.Organization.Company",4736.67,"Unknown"
"Johnson, Miller and Bennett","Oceanus","Entity.Organization.Company",4751.83,"Unknown"
"Johnson, Moody and Bond","Oceanus","Entity.Organization.Company",7076.67,"Unknown"
"Johnson, Moody and Decker","Mawandia","Entity.Organization.Company",37426.54,"Writing instruments, general office supplies and school and leisure items"
"Johnson, Morales and Castro","Oceanus","Entity.Organization.Company",12356.67,"Unknown"
"Johnson, Murphy and Jones","Oceanus","Entity.Organization.Company",12065.25,"Unknown"
"Johnson, Oneal and Tyler","Oceanus","Entity.Organization.Company",19003.84,"Unknown"
"Johnson, Perez and Salinas","Valtalmo","Entity.Organization.Company",33526.7,"Machinery and equipment and supplies"
"Johnson, Potter and Gordon","Oceanus","Entity.Organization.Company",18008.11,"The company's network of websites offer the public with an opportunity to support causes they care by enabling them to choose from a range of activities, including clicking on the free contribution button daily; make a micro-donation; and shop for gifts, apparel, jewelry, and home decor in its do-good stores"
"Johnson, Reed and Conrad","Oceanus","Entity.Organization.Company",6173266.67,"Denim jeans and other apparels"
"Johnson, Reyes and Armstrong","Arvaros","Entity.Organization.Company",9304674.26,"Provides agriculture and turf equipment, and related service parts, including large, medium, and utility tractors; loaders; combines, corn pickers, cotton and sugarcane harvesters, and related front-end equipment and sugarcane loaders; and tillage, seeding, and application equipment, such as sprayers, nutrient management, and soil preparation machinery; Provides hay and forage equipment comprising self-propelled forage harvesters and attachments, balers, and mowers; and riding lawn equipment and walk-behind mowers, golf course equipment, utility vehicles, and commercial mowing equipment. In addition, this segment offers integrated agricultural management systems technology and solutions; precision agricultural irrigation equipment and supplies; landscape and nursery products; and other outdoor power products; Provides backhoe loaders that are used in construction, earthmoving, material handling, and timber harvesting applications; crawler dozers and loaders; four-wheel-drive loaders; excavators; motor graders; articulated dump trucks; landscape loaders; skid-steer loaders; and log skidders, feller bunchers, log loaders, log forwarders, log harvesters, and related attachments"
"Johnson, Roberts and Smith","Oceanus","Entity.Organization.Company",9484.83,"Unknown"
"Johnson, Sanford and Myers","Oceanus","Entity.Organization.Company",3760666.67,"Climate control products and systems consisting of heat exchangers, climate controls, compressors, and fluid transport systems; powertrain cooling systems; and interior products, including cockpit modules, instrument panels, door and console modules, and interior trim components"
"Johnson, Schneider and Flores","Oceanus","Entity.Organization.Company",25604.4,"Prepress services, including Preflight Files, Digital Prepress, Computer to Plate, Computer to Digital Press, Electronic File Transfer, Image Capture and Retouching, Color Separation, Proofing (Digital and Analog), Camera Operation, and Scanning"
"Johnson, Spears and Mcintyre","Mawandia","Entity.Organization.LogisticsCompany",14196.67,"Logistics services (first class consigned freight forwarding business act; type of facilities for transport: ocean voyage area of the business: general operating; cargo shipment (by sea); land transportation; customs clearing agent; warehousing; and marine / property insurance agent)"
"Johnson, Steele and Sanchez","Oceanus","Entity.Organization.Company",4895.31,"Unknown"
"Johnson, Taylor and Boyd","Oceanus","Entity.Organization.Company",5831.06,"Unknown"
"Johnson, Thompson and Adams","Azurionix","Entity.Organization.Company",56337.37,"Rubber products"
"Johnson, Walters and Daniels","Osterivaria","Entity.Organization.Company",11244.41,"Groceries and related products"
"Johnson, Walters and Smith","Calabrand","Entity.Organization.Company",276236.43,"Frozen food products, specializing in shrimps, fish and other frozen processed food"
"Johnson, Webb and Carroll","Azurionix","Entity.Organization.Company",40166.67,"2 or 3-piece containers, twist off caps, easy opening and traditional caps; Cutting; varnishing and metal plate lithography"
"Johnson, Woodward and Stevenson","Novarctica","Entity.Organization.Company",57743.86,"Animal food preparation and manufacturing"
"Johnson-Anderson","Imazam","Entity.Organization.FishingCompany",44084.01,"Preparation and packaging seafoods (Gathering and canning seafood; smoking; salting; and drying seafood; eviscerating fresh fish by removing heads; fins; scales; bones; and entrails; shucking and packing fresh shellfish; processing marine fats and oils and freezing seafood)"
"Johnson-Brown","Oceanus","Entity.Organization.Company",5136.45,"Unknown"
"Johnson-Cantu","Oceanus","Entity.Organization.Company",5236.67,"Unknown"
"Johnson-Chen","Oceanus","Entity.Organization.Company",45152.67,"Automatic tire inflation devices"
"Johnson-Cross","Mawalara","Entity.Organization.Company",5469.38,"Unknown"
"Johnson-Edwards","Nalakond","Entity.Organization.Company",184666.67,"Adhesives, sealants, and surface treatments for consumers, craftsmen, and industrial applications"
"Johnson-Esparza","Oceanus","Entity.Organization.Company",5113.15,"Unknown"
"Johnson-Espinoza","Isla Solmar","Entity.Organization.Company",20866.67,"Raw sugar, liquid sugar, refined sugar from sugarcane, raw cane sugar, sugarbeets, boiled sweets, toffees, marshmallows, fondant, lollipops, candy bars, gum drops, licorice candy, jelly beans, gummies, fudge, chocolates, nougat, lemon drops, peppermint drops, and other sweet items of snack food"
"Johnson-Ferguson","Azurionix","Entity.Organization.Company",11446.67,"Unknown"
"Johnson-Galvan","Uzifrica","Entity.Organization.Company",2502844,"Systems and components to natural and synthetic fiber industries for spinning, texturing, twisting, embroidery, and fabrication of nonwovens, as well as staple fiber plants, recycling machines, and machines used in rubber and plastic processing; Transmission systems for motor vehicles and industrial applications, which include gears, gear groups, planetary gear drives, custom gears, and custom gear assemblies; Gearboxes, angle drives, and transfer cases for cars and four-wheel drive vehicles; drive-lines for earth moving machines, forklift trucks, and city buses; transmissions and axles for luxury cars and special vehicles; and various components, including helical and spur gear kits, synchronizers, transmission kits, and sub-assemblies"
"Johnson-Garcia","Oceanus","Entity.Organization.LogisticsCompany",147269.83,"Production and distribution of custom formulas and house formulas. Its house formulas are the perfect solution for businesses, and it can carry quality products at affordable prices; Has low minimums, quick turnaround, unmatched quality, and competitive pricing products; Products include protein chocolate, pre-workout blue raspberry, BCAA passion orange guava, creatine, cleanse and detox, and Garcinia blend; Has a state-of-the-art manufacturing facility that uses the most advanced technologies to produce supplements, vitamins, and other nutritional products"
"Johnson-Green","Valtalmo","Entity.Organization.Company",6831.17,"Unknown"
"Johnson-Hill","Oceanus","Entity.Organization.Company",5566.45,"Unknown"
"Johnson-James","Oceanus","Entity.Organization.Company",12916.67,"Unknown"
"Johnson-Juarez","Oceanus","Entity.Organization.Company",10632.38,"Unknown"
"Johnson-Mahoney","Novarctica","Entity.Organization.Company",7831.04,"Unknown"
"Johnson-Moore","Mawalara","Entity.Organization.Company",68816.82,"Frozen foods, fresh-kept dried foods and aquatic products"
"Johnson-Morris","Oceanus","Entity.Organization.Company",5636.67,"Unknown"
"Johnson-Morrison","Arvaros","Entity.Organization.Company",179499.9,"Cocoa, chocolate and sugar confectionary products"
"Johnson-Nelson","Naraliket","Entity.Organization.Company",5416.67,"Footwear products"
"Johnson-Owens","Mawalara","Entity.Organization.Company",204666.67,"Set weaving, weaving and dipping gloves core operations with production of various materials; Natural latex impregnated gloves, nitrile gloves, latex dipping, PVC impregnated gloves, PU dipping gloves, foam gloves, scrub gloves, plastic gloves, cut resistant gloves, and disposable nitrile gloves"
"Johnson-Powell","Mawandia","Entity.Organization.Company",356403.67,"Sewing machines and related products"
"Johnson-Rice","Naraliket","Entity.Organization.Company",4965.76,"Unknown"
"Johnson-Rich","Oceanus","Entity.Organization.Company",12596.67,"Unknown"
"Johnson-Smith","Oceanus","Entity.Organization.Company",5476.67,"Unknown"
"Johnson-Stanley","Oceanus","Entity.Organization.Company",5606.56,"Unknown"
"Johnson-Stone","Oceanus","Entity.Organization.Company",7867.12,"Unknown"
"Johnson-Thompson","Oceanus","Entity.Organization.Company",77366.67,"Auto/apparel trimming and other associated products"
"Johnson-Zavala","Nalakond","Entity.Organization.Company",49666.67,"Pumps, hydrocyclones, valves, screen machines and screen media, rubber and wear resistant linings for the mining and mineral processing, power, and general industry sectors"
"Johnston Inc","Valtalmo","Entity.Organization.Company",33526.7,"Unknown"
"Johnston and Sons","Oceanus","Entity.Organization.Company",47242.87,"Unknown"
"Johnston, Flores and Rivera","Oceanus","Entity.Organization.Company",34166.67,"Unknown"
"Johnston, Lawrence and Palmer","Isla Solmar","Entity.Organization.Company",12686.67,"Unknown"
"Johnston-Hill","Brindisola","Entity.Organization.Company",5746.03,"Unknown"
"Johnston-Murphy","Mawalara","Entity.Organization.Company",33248.21,"Cyanoacrylate adhesives; aluminum tubes; plastic bottles"
"Johnston-Perry","Wysterion","Entity.Organization.Company",8375.28,"Gelatine ingredients"
"Johnston-Thompson","Oceanus","Entity.Organization.Company",23737.69,"Aluminum castings"
"Jones LLC","Valtalmo","Entity.Organization.Company",16211.68,"Offers Chilean Seabass (Dissostichus eleginoides) and by products including loins, tails, and cheeks"
"Jones Ltd","Oceanus","Entity.Organization.Company",40362666.67,"Grocery products"
"Jones PLC","Mawalara","Entity.Organization.Company",197011.98,"Nutrition and healthcare foods"
"Jones and Sons","Oceanus","Entity.Organization.Company",14966.67,"Unknown"
"Jones, Anderson and Hancock","Korvelonia","Entity.Organization.Company",199819.83,"Fish hatcheries and preserves"
"Jones, Bauer and Castillo","Mawalara","Entity.Organization.Company",104562.12,"General merchandise and other related consumer products"
"Jones, Becker and Daugherty","Nalakond","Entity.Organization.Company",53066.67,"Manufacture of Poly Vinyl Chloride and PU laminates; producer of unsupported plastics film and sheet; unsupported plastics profile shapes; and laminated plastics plate, sheet, and profile shapes"
"Jones, Clarke and Obrien","Oceanus","Entity.Organization.Company",4752.51,"Unknown"
"Jones, Collier and Sloan","Mawalara","Entity.Organization.Company",7354.89,"Unknown"
"Jones, Davis and Dalton","Mawalara","Entity.Organization.Company",18766.67,"Management holding services"
"Jones, Davis and Grant","Oceanus","Entity.Organization.FishingCompany",46766.67,"Fresh and frozen seafood"
"Jones, Evans and Hodge","Wysterion","Entity.Organization.Company",26967.78,"Industrial inorganic chemicals"
"Jones, Griffith and Brown","Arvaros","Entity.Organization.Company",87366.67,"Customized blow-molding & parts and assemblies"
"Jones, Hernandez and Torres","Imazam","Entity.Organization.Company",95439.44,"Transportation solutions"
"Jones, Johnson and Fowler","Uzifrica","Entity.Organization.Company",115666.67,"Professional metal processing services, including machining, automation integration, heat treatment, and forging; Engine rail parts, variable timing system parts, suspension system parts; Medical parts comprising insulin syringe parts; bike hubs, shock absorber, etc.; industrial components that include various industrial use sleeves, connecting rings, compressor parts, etc.; and optical lens, which comprise connecting rings and cum to lens applications, as well as consumer electronic parts and other uses"
"Jones, Johnson and Miller","Oceanus","Entity.Organization.Company",5609.29,"Unknown"
"Jones, King and Tapia","Oceanus","Entity.Organization.Company",17993.96,"Bags and textiles; Canvas products; Leather goods; Artist's supplies; Statuary goods; Wood pulps and carvings; Yarns; Toupees; Hair pieces and brushes; Jewelry boxes; Pets' supplies; Plant food; Candles; Burlap; Smoker's supplies; Matches and match boxes"
"Jones, Kline and Baker","Arreciviento","Entity.Organization.Company",9616.67,"Unknown"
"Jones, Maldonado and Moore","Uzifrica","Entity.Organization.Company",25353.44,"Industrial adhesives, electronics and electrical products, health care, and other transportation, home and leisure products"
"Jones, Martinez and Smith","Oceanus","Entity.Organization.Company",5289.83,"Unknown"
"Jones, Mcdaniel and Brooks","Nalakond","Entity.Organization.Company",7376.67,"Unknown"
"Jones, Mcgrath and Marks","Isla Solmar","Entity.Organization.Company",149666.67,"Footwear"
"Jones, Miller and Massey","Oceanus","Entity.Organization.Company",13294.05,"Unknown"
"Jones, Miller and Reed","Mawandia","Entity.Organization.Company",16166.67,"Provision of construction services, including new work, additions, alterations, remodeling, and repair of residential buildings other than single-family houses"
"Jones, Morrow and Lawrence","Mawalara","Entity.Organization.Company",11566.67,"Industrial supplies and materials, household goods, stationery and gift products, building materials, accessories, and other materials for outdoor and indoor use"
"Jones, Oneill and Adams","Oceanus","Entity.Organization.Company",45793.33,"Fabricated metal products"
"Jones, Rowland and Oconnor","Oceanus","Entity.Organization.Company",7472.28,"Unknown"
"Jones, Ruiz and Johnson","Oceanus","Entity.Organization.Company",5709.58,"Unknown"
"Jones, Schmidt and Hunter","Isla Solmar","Entity.Organization.LogisticsCompany",93866.67,"Offers air freight; cross-trading and third-party traffic; door-to-door service for less-than-full-container shipments (LCL) and full container loads (FCL), both in standardized containers and as refrigerated or oversized; and sea-air freight services"
"Jones, Thomas and Kim","Mawalara","Entity.Organization.Company",51307.53,"Offers a wide range of products such as frozen and preserved fresh fruits, vegetables, herbs, salad dressings, juices, and nuts as well as tomato based products, vegetables and sweet corn"
"Jones, Tran and Nichols","Novarctica","Entity.Organization.Company",26866.67,"Machinery and equipment for the mechanical engineering industry"
"Jones, Turner and Smith","Arvaros","Entity.Organization.Company",4666.67,"Manufactures and assembles ceiling, floor, and partition systems; Active in the following areas: Floors, insulation technology and environmental protection, heating and cooling technology, clean rooms, object design, complete upgrades, and related services"
"Jones, Turner and Tran","Isla Solmar","Entity.Organization.Company",134404.46,"Metalworking machinery"
"Jones, Wiggins and Oliver","Imazam","Entity.Organization.Company",8434.78,"Unknown"
"Jones, Williams and Hill","Oceanus","Entity.Organization.Company",20866.67,"Unknown"
"Jones, Woods and Parker","Arvaros","Entity.Organization.Company",4660.66,"Fixing systems; automotive systems; Consulting services to customers"
"Jones-Brown","Oceanus","Entity.Organization.Company",13426.38,"Unknown"
