"Customer","Article.Code","Purchase.Index","Document.Date","Time.Diff"
2157886,"AMF5010000",1,2022-09-09,NA
2157886,"AR5K010000",1,2022-09-09,NA
2157886,"AR5X010000",1,2022-09-09,NA
2157886,"AW9G010000",1,2022-09-09,NA
2157886,"AX0E010000",1,2022-09-09,NA
2160926,"AKCH010000",1,2021-11-11,NA
2160926,"AVHSG0249",1,2021-11-11,NA
2160926,"AVHSG0260",1,2021-11-11,NA
2160926,"AKCH010000",2,2022-03-27,136
2160926,"AR5Y010000",1,2022-03-27,NA
2160926,"AVHSG0392",1,2022-11-11,NA
2162914,"VN5M010000",1,2023-07-19,NA
2162914,"VN5T010000",1,2023-07-19,NA
2162914,"VN60010000",1,2023-07-19,NA
2162914,"VN6J010000",1,2023-07-19,NA
2162934,"AR5X010000",1,2023-07-29,NA
2162937,"AKCJ010000",1,2022-02-18,NA
2162946,"A09A700000-1",1,2022-10-20,NA
2162946,"AMFW010000",1,2022-10-20,NA
2163030,"AWLC010000",1,2021-09-09,NA
2165320,"AVHSG0216",1,2023-01-09,NA
2165327,"AMFW010000",1,2021-10-07,NA
2165327,"AX10010000",1,2021-10-07,NA
2165327,"AX18010000",1,2021-10-07,NA
2165335,"VNJ6010001",1,2023-02-22,NA
2165387,"A09A700000-1",1,2022-03-03,NA
2165387,"AR5X010000",1,2022-03-03,NA
2165387,"AVHSG0265",1,2022-03-03,NA
2165387,"AW9A010000",1,2022-03-03,NA
2165387,"AW9G010000",1,2022-03-03,NA
2165387,"AVHSG0309",1,2022-04-05,NA
2165387,"AW9A010000",2,2022-04-05,33
2166673,"A09A700000-1",1,2023-02-23,NA
2167067,"AWK7010000",1,2022-04-01,NA
2167113,"A1XG010000",1,2023-06-13,NA
2167113,"A24N010000",1,2023-06-13,NA
2167113,"AAF8010000",1,2023-06-13,NA
2167113,"AE9L010000",1,2023-06-13,NA
2167113,"AMET010000",1,2023-06-13,NA
2167113,"AX10010000",1,2023-06-13,NA
2167750,"AWGM010000",1,2022-02-12,NA
2167761,"A3TL010000",1,2022-06-26,NA
2167761,"AMF5010000",1,2022-06-26,NA
2167761,"AMF7010000",1,2022-06-26,NA
2167761,"AMFH010000",1,2022-06-26,NA
2167761,"AVHSG0240",1,2022-06-26,NA
2168556,"A09A700000-1",1,2022-08-08,NA
2168654,"VN1N010000",1,2023-02-13,NA
2169417,"AVHSG0280",1,2021-12-12,NA
2169417,"AWK7010000",1,2021-12-12,NA
2170286,"A0K6010000",1,2021-10-15,NA
2170286,"ARM4010000",1,2021-10-15,NA
2170286,"AMFW010000",1,2023-05-13,NA
2170286,"VN5T010000",1,2023-05-13,NA
2170288,"AR3F010000",1,2022-10-31,NA
2170288,"AR3F010000",2,2023-06-16,228
2170288,"AR5Y010000",1,2023-06-16,NA
2170508,"AR5L010000",1,2022-09-15,NA
2170508,"AW9H010000",1,2022-09-15,NA
2172796,"A14Y010000",1,2021-09-26,NA
2172796,"A15101J000",1,2021-09-26,NA
2172801,"AMFT010000",1,2021-11-13,NA
2172801,"AVHSG0244",1,2021-11-13,NA
2172801,"AWK8010000",1,2021-11-13,NA
2172801,"A3TX010000",1,2022-04-20,NA
2172801,"ACEY010000",1,2022-07-27,NA
2172801,"AM0L010000",1,2022-07-27,NA
2172802,"VMNT010000",1,2023-07-18,NA
2172802,"VMPE010000",1,2023-07-18,NA
2173556,"AVHSG0216",1,2021-12-23,NA
2174974,"AR5L010000",1,2022-11-11,NA
2175425,"A2K5010000",1,2023-02-04,NA
2175425,"AMFW010000",1,2023-02-04,NA
2175425,"AWK7010000",1,2023-02-04,NA
2175425,"AX14010000",1,2023-02-04,NA
2175546,"A3TX010000",1,2022-07-31,NA
2175546,"AR5X010000",1,2022-07-31,NA
2175546,"AW9G010000",1,2022-07-31,NA
2175684,"A24N010000",1,2023-02-08,NA
2175684,"AR5X010000",1,2023-02-08,NA
2175684,"AR61010000",1,2023-02-08,NA
2175684,"AR5K010000",1,2023-03-24,NA
2175684,"AR5N010000",1,2023-03-24,NA
2175685,"AVHSG0217",1,2022-06-25,NA
2175687,"AX09010000",1,2021-08-05,NA
2175687,"AX11010000",1,2021-08-05,NA
2175687,"AX14010000",1,2021-08-05,NA
2175687,"AX18010000",1,2021-08-05,NA
2175687,"AVHSG0217",1,2021-12-30,NA
2175687,"AEY9010003",1,2022-02-13,NA
2175687,"AX15010000",1,2022-02-13,NA
2175687,"AX18010000",2,2022-02-13,192
2175687,"AVHSG0322",1,2022-04-20,NA
2175687,"AX1A010000",1,2022-04-20,NA
2175687,"AMY5010000",1,2022-08-24,NA
2175687,"AEY9010003",2,2022-11-11,271
2175687,"AMFT010000",1,2022-11-11,NA
2175687,"AVHSG0216",1,2022-11-11,NA
2175687,"AVHSG0244",1,2022-11-11,NA
2175687,"AWK8010000",1,2022-11-11,NA
2175687,"AMF5010000",1,2023-02-15,NA
2175687,"AMFW010000",1,2023-02-15,NA
2175687,"AMY5010000",2,2023-02-15,175
2175687,"AMF5010000",2,2023-03-26,39
2175687,"AMFT010000",2,2023-03-26,135
2175687,"AWK8010000",2,2023-03-26,135
2175687,"AVHSG0265",1,2023-04-06,NA
2175716,"AVHSG0260",1,2022-11-11,NA
2175716,"A3K4010000",1,2022-11-16,NA
2175716,"AEY9010003",1,2022-11-16,NA
2175799,"AMF7010000",1,2022-04-22,NA
2175799,"AW9L010000",1,2022-04-22,NA
2175799,"VMJN010000",1,2022-04-22,NA
2175802,"VN5T010000",1,2023-05-21,NA
2175802,"VN60010000",1,2023-05-21,NA
2175802,"VN63010000",1,2023-05-21,NA
2175802,"VN6J010000",1,2023-05-21,NA
2175802,"VP2R010001",1,2023-05-21,NA
2175802,"VN5T010000",2,2023-05-21,0
2175802,"VN60010000",2,2023-05-21,0
2175802,"VN63010000",2,2023-05-21,0
2175802,"VN6J010000",2,2023-05-21,0
2175802,"VP2R010001",2,2023-05-21,0
2175809,"AG5G010000",1,2021-12-27,NA
2175925,"A2K6010000",1,2022-07-21,NA
2175925,"AMFR010000",1,2022-07-21,NA
2175925,"AVHSG0347",1,2022-07-21,NA
2175925,"AMF5010000",1,2022-07-31,NA
2175925,"AWK7010000",1,2022-07-31,NA
2175925,"AWK7010000",2,2023-07-23,357
2175925,"AX1A010000",1,2023-07-23,NA
2175925,"VN5T010000",1,2023-07-23,NA
2175926,"A3TP010000",1,2021-11-30,NA
2175926,"A3TP010000",2,2022-03-14,104
2175926,"AX1A010000",1,2022-03-14,NA
2175926,"A3TP010000",3,2022-05-27,74
2175926,"A3TP010000",4,2023-03-16,293
2175934,"AX11010000",1,2022-04-06,NA
2175934,"AX15010000",1,2022-04-06,NA
2176000,"AKCH010000",1,2023-02-14,NA
2176000,"AKCJ010000",1,2023-02-14,NA
2176121,"AMFW010000",1,2021-12-12,NA
2176121,"AWK7010000",1,2021-12-12,NA
2176150,"AX0E010000",1,2022-03-03,NA
2176150,"AX10010000",1,2022-03-03,NA
2176150,"AX14010000",1,2022-03-03,NA
2176150,"AX18010000",1,2022-03-03,NA
2176211,"AMFW010000",1,2022-06-03,NA
2176211,"AWK7010000",1,2022-06-03,NA
2176211,"AX10010000",1,2022-06-03,NA
2176211,"AX14010000",1,2022-06-03,NA
2176211,"AXFA010000",1,2022-06-03,NA
2177611,"AW9A010000",1,2022-01-24,NA
2177723,"AEY9010004",1,2023-07-13,NA
2177723,"AR5L010000",1,2023-07-13,NA
2177723,"AR5Y010000",1,2023-07-13,NA
2177723,"VN5T010000",1,2023-07-13,NA
2178347,"AX18010000",1,2023-04-18,NA
2178347,"VN5M010000",1,2023-04-18,NA
2178347,"VN6J010000",1,2023-04-18,NA
2178366,"A3K4010000",1,2021-08-11,NA
2178366,"A3K4010000",2,2021-11-05,86
2178366,"AYFM010000",1,2022-02-12,NA
2178366,"A3K4010000",3,2022-07-16,253
2178366,"A3K4010000",4,2022-09-25,71
2178366,"A3K4010000",5,2022-12-01,67
2178370,"AR5X010000",1,2021-11-14,NA
2178370,"AR5X010000",2,2022-03-10,116
2178370,"AR61010000",1,2022-03-10,NA
2178370,"AR5X010000",3,2022-06-18,100
2178370,"AR61010000",2,2022-06-18,100
2178382,"AKCJ010000",1,2021-08-09,NA
2178382,"AMFR010000",1,2021-08-09,NA
2178382,"AX18010000",1,2021-08-09,NA
2178382,"AKCJ010000",2,2022-01-28,172
2178400,"AMFW010000",1,2021-09-01,NA
2178400,"AWLC010000",1,2021-09-09,NA
2178400,"AX18010000",1,2021-09-09,NA
2178400,"AMFR010000",1,2022-02-19,NA
2178400,"AMFW010000",2,2022-02-19,171
2178400,"AWLC010000",2,2022-02-19,163
2178400,"AWLC010000",3,2022-04-27,67
2178402,"A46M010000",1,2022-04-09,NA
2178402,"AW9L010000",1,2022-04-09,NA
2178402,"VMJN010000",1,2022-04-09,NA
2178402,"AW9L010000",2,2023-03-05,330
2178402,"AW9X010000",1,2023-03-05,NA
2178402,"AX09010000",1,2023-03-05,NA
2178402,"AW9L010000",3,2023-06-11,98
2178628,"AVHSG0248",1,2022-11-12,NA
2178664,"AVHSG0217",1,2021-12-23,NA
2178752,"AF4M010000",1,2021-10-29,NA
2178752,"A09A700000-1",1,2022-05-06,NA
2178752,"AX10010000",1,2022-05-06,NA
2179584,"AVHSG0267",1,2021-09-09,NA
2179584,"AWK7010000",1,2021-09-09,NA
2179584,"AVHSG0249",1,2021-11-11,NA
2179584,"AVHSG0251",1,2021-11-11,NA
2179584,"AVHSG0249",2,2022-03-27,136
2179584,"AVHSG0296",1,2022-03-27,NA
2179584,"AVHSG0376",1,2022-09-09,NA
2179874,"AWGM010000",1,2021-09-09,NA
2179878,"A2XA010000",1,2021-08-11,NA
2179878,"AWK8010000",1,2021-08-11,NA
2179878,"A2XA010000",2,2021-11-27,108
2179878,"ACEY010000",1,2021-11-27,NA
2179878,"AHX0010000",1,2021-11-27,NA
2179878,"AVHSG0244",1,2021-11-27,NA
2179878,"ACEY010000",2,2022-04-30,154
2179878,"AHX0010000",2,2022-04-30,154
2179878,"AVHSG0322",1,2022-04-30,NA
2179878,"AWGM010000",1,2022-04-30,NA
2179878,"AVHSG0244",2,2022-11-12,350
2179878,"AX11010000",1,2022-11-12,NA
2179878,"AHX0010000",3,2022-12-30,244
2179878,"AMFH010000",1,2022-12-30,NA
2179878,"AWK8010000",2,2022-12-30,506
2179878,"AWGM010000",2,2023-03-05,309
2179878,"AWK8010000",3,2023-03-05,65
2179878,"AVHSG0323",1,2023-04-15,NA
2179878,"AWK8010000",4,2023-04-15,41
2179878,"VP7P010000",1,2023-04-15,NA
2179878,"A46M010000",1,2023-07-01,NA
2179878,"AWK8010000",5,2023-07-01,77
2179903,"AVHSG0216",1,2021-12-10,NA
2179903,"AVHSG0216",2,2022-12-30,385
2179903,"AX0E010000",1,2022-12-30,NA
2179912,"AR5K010000",1,2022-08-24,NA
2179912,"VMR0010000",1,2022-08-24,NA
2179922,"AVHSG0237",1,2023-07-26,NA
2180002,"AR3C010000",1,2022-08-08,NA
2180002,"AW9G010000",1,2022-08-08,NA
2180749,"A09A700000-1",1,2023-05-04,NA
2180749,"AMFW010000",1,2023-05-04,NA
2180749,"AVHSG0319",1,2023-05-04,NA
2181118,"AMFT010000",1,2021-08-21,NA
2181118,"AWK8010000",1,2021-08-21,NA
2181118,"AMFT010000",2,2021-11-10,81
2181118,"AWK8010000",2,2021-11-10,81
2181118,"AMFT010000",3,2022-11-13,368
2181118,"VNJ6010001",1,2022-11-13,NA
2181118,"AMFT010000",4,2022-11-13,0
2181118,"AWK7010000",1,2022-11-13,NA
2181123,"AVHSG0265",1,2022-01-15,NA
2181243,"AKCJ010000",1,2021-08-22,NA
2181243,"AKCJ010000",2,2022-04-07,228
2181243,"AKCJ010000",3,2023-04-19,377
2181299,"AE9L010000",1,2023-03-23,NA
2181299,"AX10010000",1,2023-03-23,NA
2181299,"AX14010000",1,2023-03-23,NA
2181299,"AX18010000",1,2023-03-23,NA
2181312,"AR5Y010000",1,2021-12-12,NA
2181312,"AVHSG0276",1,2021-12-12,NA
2181312,"AVHSG0274",1,2022-03-03,NA
2181312,"AVHSG0288",1,2022-03-03,NA
2181312,"AVHSG0368",1,2022-11-12,NA
2181889,"AWK8010000",1,2023-04-04,NA
2181933,"AR5X010000",1,2021-09-09,NA
2182188,"AMFW010000",1,2022-01-17,NA
2182188,"AXFA010000",1,2022-01-17,NA
2182189,"AR5L010000",1,2021-08-16,NA
2182189,"A3TL010000",1,2021-10-25,NA
2182189,"A3JX010000",1,2021-12-20,NA
2182189,"A3TL010000",2,2021-12-20,56
2182189,"A3TL010000",3,2022-02-14,56
2182189,"ACEY010000",1,2022-04-05,NA
2182189,"A3TL010000",4,2022-08-18,185
2182189,"ACEY010000",2,2022-09-29,177
2182189,"ACEY010000",3,2023-01-31,124
2182189,"A3TP010000",1,2023-05-29,NA
2182189,"VN5M010000",1,2023-07-03,NA
2182189,"VN5T010000",1,2023-07-03,NA
2186286,"AX18010000",1,2021-10-14,NA
2186286,"A09A700000-1",1,2022-03-16,NA
2186286,"AMFW010000",1,2022-03-16,NA
2186286,"AWGM010000",1,2022-03-16,NA
2186286,"AX18010000",2,2022-03-16,153
2186286,"AMFW010000",2,2022-08-10,147
2186286,"AWK8010000",1,2022-08-10,NA
2186286,"A09A700000-1",2,2022-09-03,171
2186286,"AMFW010000",3,2023-03-01,203
2186286,"A09A700000-1",3,2023-04-19,228
2186287,"A2K6010000",1,2021-12-23,NA
2186287,"AW9X010000",1,2021-12-23,NA
2186289,"AR5X010000",1,2021-09-28,NA
2186289,"AWK8010000",1,2021-09-28,NA
2186289,"AX11010000",1,2021-09-28,NA
2186289,"AR5Y010000",1,2022-10-02,NA
2186293,"A46M010000",1,2022-10-23,NA
2186295,"A2XA010000",1,2022-09-06,NA
2186295,"AX1A010000",1,2022-09-06,NA
2186298,"ANLH010000",1,2022-07-03,NA
2186435,"AVHSG0269",1,2021-09-09,NA
2186435,"AVHSG0266",1,2022-04-06,NA
2186435,"AVHSG0299",1,2022-04-06,NA
2186445,"AMFT010000",1,2021-11-11,NA
2186445,"AVHSG0260",1,2021-11-11,NA
2186445,"AMFT010000",2,2022-06-06,207
2186445,"AWLE010000",1,2022-06-06,NA
2186445,"AVHSG0260",2,2022-11-11,365
2186445,"AVHSG0302",1,2022-11-11,NA
2186464,"VP7P010000",1,2023-06-09,NA
2186464,"A09A700000-1",1,2023-06-30,NA
2186495,"AVHSG0249",1,2021-11-11,NA
2186531,"A09A700000-1",1,2022-08-19,NA
2186531,"AVHSG0244",1,2022-08-19,NA
2186531,"AVHSG0364",1,2022-08-19,NA
2186531,"AEY9010003",1,2022-08-24,NA
2186611,"AEY9010003",1,2022-10-08,NA
2186611,"AWK7010000",1,2022-10-08,NA
2186611,"AWK8010000",1,2022-10-08,NA
2186620,"AMFW010000",1,2023-02-12,NA
2186620,"AWK7010000",1,2023-02-12,NA
2186630,"AEY9010003",1,2022-06-25,NA
2186630,"AMFH010000",1,2022-06-25,NA
2186630,"AMFT010000",1,2022-06-25,NA
2186630,"ANLK010000",1,2022-06-25,NA
2186630,"AVHSG0244",1,2022-06-25,NA
2186630,"AVHSG0347",1,2022-06-25,NA
2186630,"AWK8010000",1,2022-06-25,NA
2186630,"AX0F010000",1,2022-06-25,NA
2186630,"AWK8010000",2,2022-08-06,42
2186630,"AWK8010000",3,2023-05-27,294
2186641,"A8AL010000",1,2022-12-11,NA
2186641,"AHX0010000",1,2022-12-11,NA
2186641,"AR5X010000",1,2022-12-11,NA
2186641,"AR61010000",1,2022-12-11,NA
2186671,"AW9A010000",1,2022-04-05,NA
2186904,"AMF5010000",1,2022-07-31,NA
2186904,"AVHSG0288",1,2022-07-31,NA
2187106,"AR5X010000",1,2023-07-24,NA
2187106,"AVHSG0491",1,2023-07-24,NA
2187156,"AR5Y010000",1,2021-10-10,NA
2187350,"AX18010000",1,2023-05-06,NA
2187362,"AR5K010000",1,2023-07-23,NA
2187981,"ACEY010000",1,2022-09-09,NA
2187981,"AWK7010000",1,2022-09-09,NA
2188003,"AVHSG0270",1,2021-09-08,NA
2188003,"AVHSG0267",1,2021-10-10,NA
2188003,"AVHSG0251",1,2021-11-11,NA
2188003,"AVHSG0265",1,2021-11-26,NA
2188003,"AVHSG0260",1,2022-04-30,NA
2188003,"AVHSG0292",1,2022-05-22,NA
2188003,"VMR0010000",1,2022-12-10,NA
2188106,"AYCK010000",1,2022-07-12,NA
2188106,"VMYL010000",1,2022-07-12,NA
2188802,"A09A700000-1",1,2022-11-11,NA
2189781,"AW9L010000",1,2022-07-19,NA
2189781,"AWGM010000",1,2022-07-19,NA
2189785,"AW9C010000",1,2022-03-08,NA
2189785,"AW9H010000",1,2022-03-08,NA
2189785,"AYCK010000",1,2022-03-08,NA
2189785,"AYCP010000",1,2022-03-08,NA
2189785,"A0K6010000",1,2023-03-06,NA
2189785,"AX09010000",1,2023-03-06,NA
2189789,"AMFR010000",1,2022-05-14,NA
2189789,"AMFW010000",1,2022-05-14,NA
2189789,"AWK7010000",1,2022-05-14,NA
2189912,"AEY9010003",1,2022-12-11,NA
2189912,"AVHSG0348",1,2022-12-11,NA
2189912,"AW9T010000",1,2022-12-11,NA
2189928,"AVHSG0216",1,2022-12-02,NA
2190388,"AVHSG0464",1,2023-07-23,NA
2190431,"AMFW010000",1,2021-12-12,NA
2190451,"A3TX010000",1,2021-08-14,NA
2190451,"ACEY010000",1,2021-08-14,NA
2190451,"AEY9010003",1,2021-08-14,NA
2190451,"AVHSG0235",1,2021-08-14,NA
2190451,"ACEY010000",2,2021-10-05,52
2190451,"AEY9010003",2,2021-10-05,52
2190451,"ACEY010000",3,2021-11-17,43
2190451,"AWK8010000",1,2021-11-17,NA
2190451,"A14H01J000",1,2022-01-09,NA
2190451,"ACEY010000",4,2022-01-09,53
2190451,"AEY9010003",3,2022-04-01,178
2190451,"AR5Y010000",1,2022-04-01,NA
2190451,"A30F010000",1,2022-04-04,NA
2190451,"A3TL010000",1,2022-04-04,NA
2190707,"AMFW010000",1,2021-08-27,NA
2190707,"AN2P010000",1,2021-08-27,NA
2190707,"AWK7010000",1,2021-08-27,NA
2190726,"AW9C010000",1,2022-12-26,NA
2190726,"AWK8010000",1,2022-12-26,NA
2190726,"AE9L010000",1,2023-03-02,NA
2190726,"ANLF010000",1,2023-03-02,NA
2190855,"AVHSG0434",1,2023-06-02,NA
2190929,"A3JX010000",1,2021-10-25,NA
2190929,"AFHY010000",1,2021-10-25,NA
2190929,"A3JX010000",2,2022-03-21,147
2190929,"AX10010000",1,2022-03-21,NA
2190929,"AX14010000",1,2022-03-21,NA
2190929,"AX18010000",1,2022-03-21,NA
2190929,"A09A700000-1",1,2022-11-12,NA
2190929,"AVHSG0237",1,2022-11-12,NA
2190929,"AMFW010000",1,2023-05-20,NA
2190929,"AWK7010000",1,2023-05-20,NA
2190929,"AMFW010000",2,2023-05-20,0
2190929,"AWK7010000",2,2023-05-20,0
2191696,"ACEY010000",1,2022-07-10,NA
2191696,"ACEY010000",2,2023-05-27,321
2192584,"A3TL010000",1,2022-08-05,NA
2192584,"AEY9010003",1,2022-08-05,NA
2192584,"AR3E010000",1,2022-08-05,NA
2192584,"AR5L010000",1,2022-08-05,NA
2192584,"AR3E010000",2,2023-06-23,322
2192584,"AR5L010000",2,2023-06-23,322
2192587,"AAF8010000",1,2021-09-17,NA
2192587,"AHX0010000",1,2021-09-17,NA
2192587,"AW9C010000",1,2021-09-17,NA
2192589,"VMJN010000",1,2022-01-29,NA
2192589,"AMFT010000",1,2023-03-12,NA
2192589,"AWK7010000",1,2023-03-12,NA
2192591,"A24N010000",1,2021-08-14,NA
2192591,"AR5Y010000",1,2021-08-14,NA
2192591,"AR61010000",1,2021-08-14,NA
2192591,"AMF5010000",1,2021-09-26,NA
2192591,"AR5Y010000",2,2022-10-06,418
2192591,"AR61010000",2,2022-10-06,418
2192591,"AMFW010000",1,2023-05-25,NA
2192602,"AG5G010000",1,2023-03-03,NA
2192602,"AM0L010000",1,2023-03-03,NA
2192606,"AEY9010003",1,2021-11-03,NA
2192606,"AR5Y010000",1,2021-11-03,NA
2192606,"AR5Y010000",2,2022-08-09,279
2192606,"AR5K010000",1,2023-02-03,NA
2192606,"AR5Y010000",3,2023-02-03,178
2192606,"AX18010000",1,2023-02-03,NA
2192606,"AR5Y010000",4,2023-04-15,71
2192610,"AWK7010000",1,2021-08-09,NA
2192610,"AWK8010000",1,2022-03-27,NA
2192610,"AR5L010000",1,2023-01-03,NA
2192610,"AWK8010000",2,2023-01-03,282
2192769,"AR5Y010000",1,2022-10-01,NA
2192769,"AW9M010000",1,2022-10-01,NA
2192769,"AWK7010000",1,2022-10-01,NA
2193374,"AVHSG0195",1,2021-12-11,NA
2193374,"AVHSG0237",1,2022-11-16,NA
2193374,"AVHSG0237",2,2022-11-26,10
2193374,"AWK7010000",1,2022-11-26,NA
2193374,"AWK7010000",2,2023-03-14,108
2193596,"AVHSG0438",1,2023-03-04,NA
2193823,"AR5K010000",1,2022-01-21,NA
2193823,"AR5N010000",1,2022-01-21,NA
2193823,"AX09010000",1,2022-01-21,NA
2193823,"AX10010000",1,2022-01-21,NA
2193853,"A14H01J000",1,2021-12-16,NA
2193853,"A21A010000",1,2021-12-16,NA
2193853,"AX09010000",1,2021-12-16,NA
2193853,"A14H01J000",2,2022-07-11,207
2193853,"A1XG010000",1,2023-05-20,NA
2193853,"VMNT010000",1,2023-05-20,NA
2193853,"A1XG010000",2,2023-05-20,0
2193853,"VMNT010000",2,2023-05-20,0
2193853,"A7RX010000",1,2023-07-07,NA
2193853,"AR5L010000",1,2023-07-07,NA
2194376,"AWK8010000",1,2022-07-31,NA
2194376,"AVHSG0443",1,2023-06-06,NA
2194376,"AVHSG0465",1,2023-06-06,NA
2194376,"VMPW010000",1,2023-06-06,NA
2194376,"AVHSG0439",1,2023-06-06,NA
2194870,"AVHSG0216",1,2023-04-02,NA
2194875,"AWLE010000",1,2021-09-21,NA
2194875,"AWK8010000",1,2022-09-24,NA
2194882,"AR5Y010000",1,2021-12-12,NA
2195047,"AMFH010000",1,2022-02-12,NA
2195047,"AVHSG0294",1,2022-02-12,NA
2195047,"AKCH010000",1,2022-03-27,NA
2195047,"AKCJ010000",1,2022-03-27,NA
2195047,"AMFH010000",2,2022-03-27,43
2195047,"AVHSG0298",1,2022-03-27,NA
2195047,"AKCJ010000",2,2022-07-31,126
2195047,"AVHSG0249",1,2022-07-31,NA
2195047,"AKCH010000",2,2022-11-11,229
2195047,"AKCJ010000",3,2022-11-11,103
2195047,"AVHSG0390",1,2022-11-11,NA
2195047,"AKCH010000",3,2023-07-23,254
2195047,"AKCJ010000",4,2023-07-23,254
2195047,"AVHSG0296",1,2023-07-23,NA
2195851,"A3TL010000",1,2022-04-03,NA
2195851,"AE9L010000",1,2022-04-03,NA
2195851,"AMF5010000",1,2022-04-03,NA
2196327,"A3TL010000",1,2022-04-03,NA
2196327,"ACEY010000",1,2022-04-30,NA
2196327,"ACEY010000",2,2022-11-20,204
2196327,"ACEY010000",3,2023-07-02,224
2196327,"A8AL010000",1,2023-07-30,NA
2196329,"AW9L010000",1,2021-11-08,NA
2196329,"AMFW010000",1,2022-03-19,NA
2196329,"AX09010000",1,2022-03-19,NA
2196329,"AX18010000",1,2022-03-19,NA
2196335,"AMFW010000",1,2021-08-15,NA
2196335,"AWK8010000",1,2021-08-15,NA
2196335,"AVHSG0244",1,2022-07-22,NA
2196335,"AMFR010000",1,2022-07-22,NA
2196335,"AWK8010000",2,2022-07-22,341
2196335,"AMFR010000",2,2022-07-22,0
2196335,"AVHSG0244",2,2022-07-22,0
2196335,"AWK8010000",3,2022-07-22,0
2196335,"AEY9010003",1,2023-01-09,NA
2196335,"AMFT010000",1,2023-01-09,NA
2196335,"AVHSG0244",3,2023-01-09,171
2196375,"A09A700000-1",1,2022-06-13,NA
2196375,"AW9X010000",1,2022-06-13,NA
2196375,"AX18010000",1,2022-06-13,NA
2196489,"A409010000",1,2022-01-01,NA
2196489,"AVHSG0217",1,2022-01-01,NA
2196489,"AAF8010000",1,2022-04-02,NA
2196489,"AMFR010000",1,2022-04-02,NA
2196489,"AMFW010000",1,2022-04-02,NA
2196489,"AWK7010000",1,2022-04-02,NA
2196489,"AX09010000",1,2022-04-02,NA
2196489,"AX1A010000",1,2022-04-02,NA
2196489,"AEY9010003",1,2022-07-11,NA
2196489,"AX11010000",1,2022-07-11,NA
2196489,"AX15010000",1,2022-07-11,NA
2196489,"AVHSG0217",2,2022-11-08,311
2196573,"AWGM010000",1,2022-06-03,NA
2197309,"A2K6010000",1,2021-11-10,NA
2197309,"AW9A010000",1,2021-11-10,NA
2197309,"AWK7010000",1,2021-11-10,NA
2197309,"AMFR010000",1,2022-02-18,NA
2197309,"AMFW010000",1,2022-02-18,NA
2197309,"AWK7010000",2,2022-02-18,100
2197309,"AEY9010003",1,2022-05-14,NA
2197309,"AWK8010000",1,2022-05-14,NA
2197309,"AX18010000",1,2022-05-14,NA
2197881,"AX14010000",1,2021-10-19,NA
2197881,"AX15010000",1,2021-11-20,NA
2197881,"AX15010000",2,2022-08-10,263
2197881,"AMFT010000",1,2022-08-12,NA
2197888,"AW9X010000",1,2021-08-30,NA
2197888,"AMF5010000",1,2021-11-11,NA
2197888,"AVHSG0266",1,2021-11-28,NA
2197888,"AVHSG0295",1,2022-02-12,NA
2197888,"AVHSG0266",2,2022-05-05,158
2197913,"AR5X010000",1,2022-03-18,NA
2197913,"AR5X010000",2,2022-08-11,146
2197932,"AR5X010000",1,2021-11-11,NA
2197957,"AWK7010000",1,2023-03-11,NA
2197957,"VN5M010000",1,2023-03-11,NA
2197957,"VN5T010000",1,2023-03-11,NA
2197957,"VN6J010000",1,2023-03-11,NA
2197957,"AVHSG0434",1,2023-03-26,NA
2197957,"AVHSG0452",1,2023-03-26,NA
2197957,"AWK8010000",1,2023-03-26,NA
2197957,"VN5T010000",2,2023-03-26,15
2198033,"AVHSG0240",1,2021-11-09,NA
2198033,"AYFM010000",1,2021-11-09,NA
2198042,"AEY9010003",1,2022-10-21,NA
2198042,"AMF5010000",1,2022-10-21,NA
2198042,"AMFR010000",1,2022-10-21,NA
2198042,"AWK8010000",1,2022-10-21,NA
2198353,"ACEY010000",1,2021-08-18,NA
2198353,"ACEY010000",2,2021-12-21,125
2198353,"A409010000",1,2022-12-24,NA
2198353,"ACEY010000",3,2022-12-24,368
2198353,"VMPL010000",1,2022-12-24,NA
2198353,"ACEY010000",4,2023-04-26,123
2199176,"AR61010000",1,2023-05-10,NA
2199239,"A09A700000-1",1,2022-01-15,NA
2199239,"A3TL010000",1,2022-01-15,NA
2199239,"AMF5010000",1,2022-01-15,NA
2199331,"AX10010000",1,2022-09-09,NA
2199331,"AX14010000",1,2022-09-09,NA
2199343,"AW9L010000",1,2022-03-05,NA
2199343,"VMJ5010000",1,2022-03-05,NA
2199946,"AR3F010000",1,2023-02-06,NA
2199946,"AR5X010000",1,2023-02-06,NA
2199988,"AMFR010000",1,2021-11-11,NA
2199988,"AWLC010000",1,2021-11-11,NA
2200839,"AX10010000",1,2022-04-03,NA
2200839,"AX14010000",1,2022-04-03,NA
2200839,"AX11010000",1,2022-06-15,NA
2200839,"AX15010000",1,2022-06-15,NA
2200839,"AX11010000",2,2022-11-01,139
2200839,"AX15010000",2,2022-11-01,139
2200839,"AX11010000",3,2023-07-30,271
2200839,"AX15010000",3,2023-07-30,271
2200871,"AVHSG0240",1,2021-11-27,NA
2200871,"AX10010000",1,2022-11-26,NA
2201342,"AEY9010003",1,2021-09-20,NA
2201342,"AMFW010000",1,2021-09-20,NA
2201342,"AWK8010000",1,2021-09-20,NA
2201342,"A09A700000-1",1,2022-01-03,NA
